identifier1,identifier2,lemma,grouping_x,grouping_y,context_x,context_y,judgment
fic_1988_10775.txt-3150-19,fic_1823_7977.txt-324-17,circle_vb,2,1,"As it was, their commander kept them in place, and the sole surviving helicopter was content to circle the encampment.","But now to greet and safely guide This wonder o'er the lonely tide, Around see dolphins circling play, Then gaily darting, lead the way; As sea-nymphs ' fore their goddess ' car, When Neptune's trident sway'd afar; And from their writhen shells the song Might still entrancing steal along.",4.0
mag_1847_555426.txt-683-22,fic_1823_7977.txt-324-17,circle_vb,1,1,"head of the Canandaigua lake, where they were put in imminent peril of utter destruction by a monstrous serpent, which circled itself about the fort, and lay with its mouth open at the gate.","But now to greet and safely guide This wonder o'er the lonely tide, Around see dolphins circling play, Then gaily darting, lead the way; As sea-nymphs ' fore their goddess ' car, When Neptune's trident sway'd afar; And from their writhen shells the song Might still entrancing steal along.",3.0
mag_1851_555737.txt-428-2,fic_1823_7977.txt-324-17,circle_vb,1,1,"Scalping parties circled round them, and carried the torch and tomahawk far down the eastern slope of the Alleghanies. ""","But now to greet and safely guide This wonder o'er the lonely tide, Around see dolphins circling play, Then gaily darting, lead the way; As sea-nymphs ' fore their goddess ' car, When Neptune's trident sway'd afar; And from their writhen shells the song Might still entrancing steal along.",3.0
fic_1823_7977.txt-324-17,mag_1965_492000.txt-179-10,circle_vb,1,2,"But now to greet and safely guide This wonder o'er the lonely tide, Around see dolphins circling play, Then gaily darting, lead the way; As sea-nymphs ' fore their goddess ' car, When Neptune's trident sway'd afar; And from their writhen shells the song Might still entrancing steal along.",to peer anxiously out of the plane window as it circled over town to see if the lights were still shining out onto the sidewalk.,3.0
mag_1996_65462.txt-59-18,fic_1823_7977.txt-324-17,circle_vb,2,1,"Under the lights that bathed the winner's ring at Nad Al Sheba, as a weary Cigar circled nearby and thousands of Arabs delivered a standing ovation, the crown prince of Dubai and the creator of the cup, His Highness Sheikh Mohammed bin Rashid al-Maktoum, swept across the circle in his flowing white robe and red-and-white headdress and reached out his","But now to greet and safely guide This wonder o'er the lonely tide, Around see dolphins circling play, Then gaily darting, lead the way; As sea-nymphs ' fore their goddess ' car, When Neptune's trident sway'd afar; And from their writhen shells the song Might still entrancing steal along.",3.0
fic_1824_7279.txt-889-8,fic_1848_3752.txt-2693-60,head_nn,1,1,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","He conceives his occupation to be more honorable than the proconsulship of a province, and his name, he pleases himself with believing, is familiar to more ears than any man's, save the Emperor's, and has been known in Rome for a longer period than any other person's living, excepting only the head of the Senate, the venerable Tacitus.",2.0
fic_1824_7279.txt-889-8,fic_1849_7196.txt-1011-20,head_nn,1,1,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","Braddock's jet black horse -- it was the sixth he had bestrode on this fatal day -- hung his head over the neck of Washington's grey steed, as the riders conversed in hurried and subdued tones.",3.0
fic_1824_7279.txt-889-8,fic_1853_9040.txt-4879-18,head_nn,1,1,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","Nevertheless, he said, "" I am afraid he will not suit, "" surveying him from head to foot; "" but if you have a mind, you may come with me for a month, and if I find you honest, and of any tolerable capacity, we can perhaps make a bargain. """,3.0
fic_1961_10405.txt-1848-15,fic_1824_7279.txt-889-8,head_nn,2,1,"in his own vigil, in the chair so recently arranged for him, his head bowed over his knees.","My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",3.0
fic_1824_7279.txt-889-8,fic_1967_13806.txt-322-4,head_nn,1,2,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","The other WOMAN 'S head is thrust forward and out, so that her eyes look continually downward.)",3.0
fic_1975_10595.txt-12251-3,fic_1824_7279.txt-889-8,head_nn,2,1,"She leaned her head back on the chair's white wicker and spoke from there as if from a distance or the wisdom of sleep. ""","My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",3.0
fic_1979_10648.txt-3725-3,fic_1824_7279.txt-889-8,head_nn,2,1,He tilts his head back and catches rain again,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",3.0
fic_1988_10771.txt-4883-19,fic_1824_7279.txt-889-8,head_nn,2,1,"He seemed to sense that something was wrong, and his eyes gently probed hers as she shook her head, the tears still glistening on her cheeks. ""","My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",3.0
fic_1824_7279.txt-889-8,fic_1988_780084.txt-308-5,head_nn,1,2,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","Childlike, she bowed her head and pulled the coat open to examine it.",3.0
fic_1824_7279.txt-889-8,fic_1994_54095.txt-182-4,head_nn,1,2,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","The skylight above his head holds a dim winter sun, a few maverick snowflakes.",3.0
fic_2002_47815.txt-261-3,fic_1824_7279.txt-889-8,head_nn,2,1,"She raised her head, but not to look at Larry, who was now sitting on the trunk by the roots. ""","My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",2.0
mag_1843_565265.txt-376-20,fic_1824_7279.txt-889-8,head_nn,1,1,"I taxed myself not so much with error as with ignorance, and my heart answered them better than my head.","My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",4.0
fic_1824_7279.txt-889-8,mag_1848_588533.txt-144-7,head_nn,1,1,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","Gen. C ass, then at the head of ' the War Department, properly appreciating the importance of the enterprise, and unwilling that it should be suddenly stopped without, at least, one serious effort, consulted Captain Shreve on the subject.",2.0
fic_1824_7279.txt-889-8,mag_1852_555761.txt-215-6,head_nn,1,1,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","The constitution had placed at the head of the state an executive, formed of three consuls, in one of whom all the power was in reality vested; by the side of this executive was the legislative power, divided into several deliberative assemblies.",2.0
mag_1972_103846.txt-39-7,fic_1824_7279.txt-889-8,head_nn,2,1,"He is a husky six-footer, his head crowned by a Marxist (Harpo) aureole of curly blond hair that reaches below his collar, his eyes peering around a jib of a nose, his mouth as expressive as a 12-string guitar. ""","My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",3.0
fic_1824_7279.txt-889-8,mag_2001_416465.txt-126-23,head_nn,1,2,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","// SCHOOLS IN: PC Show and Tells detailed audiovisual tutorials, like this one for PhotoDeluxe, will push you to the head of the class.",1.5
nf_1837_757476.txt-3999-18,fic_1824_7279.txt-889-8,head_nn,1,1,") to keep in the steam, and boil it slowly till it is so soft that the head of a pin will pierce it.","My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.",2.0
fic_1824_7279.txt-889-8,nf_1851_771607.txt-1191-25,head_nn,1,1,"My uncle has taken it into his wise head to institute a partnership concern between Fenton and myself; and on the very day of Fenton's arrival in this country, he announced by letter his supreme will to me, in much the same terms he would employ to convey his orders to a supercargo.","But the eatables were removed, silence restored, and three enormous flagons, apparently of pure gold, placed on the table near its head.",3.0
fic_1856_3677.txt-3374-5,fic_1826_314.txt-4598-5,part_nn,1,1,"She always selected the thickest part of the forest, where the","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",1.0
fic_1988_10768.txt-768-22,fic_1826_314.txt-4598-5,part_nn,2,1,"That's what they all give me, too, "" Sorka said, - as her five began to tug various parts of her clothing.","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",2.0
fic_1999_13647.txt-1731-6,fic_1826_314.txt-4598-5,part_nn,2,1,I will cut off the private parts of the Spaniards.,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",2.0
fic_2002_31299.txt-624-0,fic_1826_314.txt-4598-5,part_nn,2,1,"Part of me wanted to try to convince Alice to follow the One and come with me into the Hereafter when the Big Cat came, but I had had enough experience with Lackers to know that they weren't going to listen, and that alls that would happen is they would want to discuss things.","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",2.0
fic_1826_314.txt-4598-5,fic_2004_49338.txt-267-24,part_nn,1,2,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",""" It could be that the attack is general, "" said the integrator, "" and therefore you and our client are only part of a wider category of victims. """,2.0
fic_2006_51046.txt-127-3,fic_1826_314.txt-4598-5,part_nn,2,1,"Tonight, her part joins the rest of the symphony and I can't speak or think for the beauty of the whole.","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",4.0
fic_1826_314.txt-4598-5,mag_1834_564858.txt-48-18,part_nn,1,1,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.","The pedlar took the hint, mounted the lawyer's horse, and vanished; but the other part of his advice was forgotten.",2.0
mag_1848_565767.txt-158-20,fic_1826_314.txt-4598-5,part_nn,1,1,"Sculptors, in chiseling the human form, do not copy any single specimen, since one faultless in every part, is not to be found in nature; but","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",1.0
fic_1826_314.txt-4598-5,mag_1993_410424.txt-157-12,part_nn,1,2,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",generally saw themselves as allies -- and in many cases were actually part of the same firm.,2.0
mag_1996_427908.txt-127-14,fic_1826_314.txt-4598-5,part_nn,2,1,"I would add a third point, more technical and professional and therefore not part of Kovalevsky's public reputation, to explain his high status among working paleontologists.","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",2.0
news_2007_637066.txt-40-3,fic_1826_314.txt-4598-5,part_nn,2,1,"Although it's part of the immigration agency whose goal is to catch and deport migrants, Grupos Beta is a humanitarian organization, whose members carry water and crackers instead of guns","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",2.0
fic_1826_314.txt-4598-5,nf_1822_747604.txt-105-34,part_nn,1,1,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.","for a season, into a nation of professed infidels and atheists; and which spread the deleterious influence of their shocking system, in a greater or less degree, over a large part of the civilized world.",2.0
nf_1827_747521.txt-68-7,fic_1826_314.txt-4598-5,part_nn,1,1,"An arch of a circle is any part of the circumference, as a b, 24.","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",2.0
fic_1826_314.txt-4598-5,nf_1847_749455.txt-387-25,part_nn,1,1,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.","formerly existing in most parts of Europe, where the various privileged classes claimed exemption -- not always with success, indeed -- from bearing part of the public burdens.",2.0
fic_1826_314.txt-4598-5,nf_1961_774087.txt-330-2,part_nn,1,2,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.","Sometimes only part of a board needs to be changed in color, as in staining a streak or edge of sapwood to match the general color of the rest of the wood.",1.0
nf_1964_773767.txt-118-7,fic_1826_314.txt-4598-5,part_nn,2,1,"In the first place, a large part of the indirect costs of road transport is paid by road hauliers through taxation.","in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",2.0
fic_1826_314.txt-4598-5,nf_1973_773508.txt-88-2,part_nn,1,2,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",They are part of news as a genre ' precisely because they are unimportant.,2.0
fic_1826_314.txt-4598-5,nf_1987_773961.txt-1347-7,part_nn,1,2,"in order to enact his part with suitable spirit, when he found he was about to be anticipated in his skill by an attempt to prove the power of music.",Add one part of oil to four parts of juice.,2.5
fic_1827_7168.txt-798-14,fic_1835_7327.txt-2296-3,bit_nn,1,1,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","Glassman's a bit of a rascal, I suspect, if he is a great lawyer.",4.0
fic_1845_7162.txt-3620-15,fic_1827_7168.txt-798-14,bit_nn,1,1,"Away we went another mile, wheeled short to the left hand through a small bit of swampy woodland, and over a rough causeway, crossing a narrow flaggy bog, with three straight ditches,",""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",2.0
fic_1827_7168.txt-798-14,fic_1846_7036.txt-1057-44,bit_nn,1,1,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","Five years taken away from the young life of a labouring man, spent in silent toil, in shame and sorrow for a blighted reputation, was, indeed, a heavy penalty for confused notions of right and wrong, con cerning bits of paper, stamped with a nominal value.",2.0
fic_1849_7347.txt-1126-6,fic_1827_7168.txt-798-14,bit_nn,1,1,It is all luck -- every bit of it -- it will be my turn soon! ',""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",4.0
fic_1827_7168.txt-798-14,fic_1852_2751.txt-14771-5,bit_nn,1,1,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","Half way back to the bit of tree-enclosed meadow-ground, the path and the north shore of Shahweetah approached each other, where a little bay curve, no other than the AEgean Sea, swept in among the rocks.",2.0
fic_1827_7168.txt-798-14,fic_1853_3465.txt-485-10,bit_nn,1,1,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","the birds won't "" hush "" for the daintiest bit of marble ever sculptured; nested to their minds; no taxes to pay; -- nothing to do but warble.",2.0
fic_1854_2820.txt-7-37,fic_1827_7168.txt-798-14,bit_nn,1,1,"This good dame divided her time between squeezing the steaks, turning the corn cakes, kicking the dogs and administering various cuffs to sundry little black urchins, who were on the lookout to snatch a bit of the "" hoe cake "" whenever they could elude the argus eyes of Aunt Esther.",""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",3.0
fic_1966_781991.txt-458-3,fic_1827_7168.txt-798-14,bit_nn,2,1,"I had a bit of a thing about Giulio, yes, but that's all over now.",""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",4.0
fic_1981_23957.txt-265-13,fic_1827_7168.txt-798-14,bit_nn,2,1,"Never a week went by but the old woman had laid aside a bit of her pension to give her, whatever else might be behindhand.",""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",2.0
fic_1827_7168.txt-798-14,fic_1982_10699.txt-11964-20,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","I had formed an impression -- Jerusalem and Babylon, together with some words from Nineveh and Tyre and some bits and pieces of poor old Sodom and Gomorrah.",3.0
fic_1827_7168.txt-798-14,fic_1983_23971.txt-56-4,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","She lost quite a bit of hair, but a helpful lady at the radiation therapy center directed her to a hairdresser who specialized in such cases as hers, could cut around the loss and make it imperceptible.",2.0
fic_1827_7168.txt-798-14,fic_1985_10738.txt-1354-41,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","I forget the Scripture verses each of them brought forward to defend his position, but I remember the pale faces, the throat-clearing, the anguished looks, as those two voices went back and forth, straining at the bit, giving no ground -- the poisoned courtesy ("" I think my brother is overlooking",1.0
fic_1827_7168.txt-798-14,fic_1997_54798.txt-10-0,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",Bits of fur were embedded in the grille.,2.0
fic_1827_7168.txt-798-14,fic_1999_44634.txt-204-9,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","In real life he had somehow found a last bit of will to inch on a bit more, crawled out on the surface just above, and staggered home.",4.0
fic_1827_7168.txt-798-14,fic_2000_27974.txt-180-9,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",I figured I was allowed to relax a little bit and maybe even start to feel human again.,3.5
fic_1827_7168.txt-798-14,fic_2000_29915.txt-310-12,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","I'll deal with this, Jude, and give Sinead a bit of a goose for you.",2.0
fic_2002_46652.txt-332-18,fic_1827_7168.txt-798-14,bit_nn,2,1,"To which Sir Bradwen added, "" I 'm not sure I understood everything you said, the bit about the magic pool especially, but it sounded very bad.",""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",2.0
fic_2007_34005.txt-150-3,fic_1827_7168.txt-798-14,bit_nn,2,1,"This was a bit of a problem, considering that getting a perfect score on the LSAT seemed easier.",""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",4.0
fic_1827_7168.txt-798-14,news_1981_671055.txt-80-3,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","Just a little bit of selfishness, "" the coach said. """,4.0
nf_1837_757476.txt-3891-7,fic_1827_7168.txt-798-14,bit_nn,1,1,"Disperse among the pieces some very small bits of alum, each about the bigness of a grain of corn, and allowing one bit to every pound of the melon-rind.",""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",2.0
fic_1827_7168.txt-798-14,nf_1841_768644.txt-3254-1,bit_nn,1,1,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '","A bit of straw matting, laid over a featherbed, and covered with the under sheet, makes a very cool bed for an infant.",2.0
fic_1827_7168.txt-798-14,nf_1989_773911.txt-524-3,bit_nn,1,2,""" Ik dravel ad dis uur, "" replied the phlegmatic Hollander, every bit of resolution within him aroused at the idea, "" dou sall men dink zo -- got tam! '",", and a bit of salt.",2.0
fic_1827_7169.txt-2470-7,fic_1827_9759.txt-3987-31,circle_vb,1,1,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.","-- Let me, while the sun lingers, still pour out my soul on this paper -- Let me indulge a pleasing, dreadful thought -- Shall I, ere circling time bring back this hour, become thy -- And shall my heart, after its dreadful languors, its excruciating agonies, know once more, a rapturous emotion?",2.0
fic_1827_7169.txt-2470-7,fic_1831_8376.txt-5127-24,circle_vb,1,1,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.","In this Thy house, whose doors we now For social worship first unfold, To Thee the suppliant throng shall bow, While circling years on years are rolled.",2.0
fic_1835_8114.txt-278-1,fic_1827_7169.txt-2470-7,circle_vb,1,1,"Once circling far the glittering chain Begirt the sea, the isles, the main; The belt is broke; the chain is riven, And we are left by angry heaven!",", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.",2.0
fic_1827_7169.txt-2470-7,fic_1839_7001.txt-661-7,circle_vb,1,1,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.","The infant Hudson winds through it, circling in its deepest bend one little fairy isle, with woods enough for a single bower, and a beauty that fills and characterizes,",2.0
fic_1827_7169.txt-2470-7,fic_1856_9779.txt-4180-3,circle_vb,1,1,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.","The scout then circled about the spot like a hound, enlarging the sweep of his circuit gradually, till he came upon the body of Nat Rhodes. """,3.0
fic_1974_780115.txt-552-5,fic_1827_7169.txt-2470-7,circle_vb,2,1,"The white soldiers could be circling Monitor Butte, going around to Paiute Farms, or they could be taking the trail east around No Man's Mesa, and traveling towards Nakai Canyon, where the clan was.",", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.",2.0
fic_1827_7169.txt-2470-7,fic_1981_16144.txt-2608-4,circle_vb,1,2,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.","Plissken limps forward, circling.",3.0
fic_1986_10746.txt-2024-2,fic_1827_7169.txt-2470-7,circle_vb,2,1,They were circling each other now.,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.",3.0
fic_1986_782032.txt-2692-37,fic_1827_7169.txt-2470-7,circle_vb,2,1,"The captain thought of the battles he had studied at the naval academy early in World War II, when the Japanese fleet had had air superiority, or when the Germans had used long-range Condors to circle convoys, radioing their",", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.",3.0
fic_1827_7169.txt-2470-7,fic_1987_10756.txt-8280-8,circle_vb,1,2,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.","He's already playing with the idea, circling around it with his fascination with the occult.",2.0
fic_1988_10775.txt-3150-19,fic_1827_7169.txt-2470-7,circle_vb,2,1,"As it was, their commander kept them in place, and the sole surviving helicopter was content to circle the encampment.",", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.",4.0
mag_1851_555737.txt-428-2,fic_1827_7169.txt-2470-7,circle_vb,1,1,"Scalping parties circled round them, and carried the torch and tomahawk far down the eastern slope of the Alleghanies. """,", did the wine cup as it circled round the board, fill with its potent yet smiling poison, the ready hand of Sloughter -- and besides, with many a guileful pledge for his health, his happiness, and his fortunes, hollow and empty wishes, which went no further than the formation of the utterance, did the artful conspirators who were around him, ply his courtesy with many a recurring draught, compelling him in pretended friendship, to drain goblet on goblet, until sense reeled under the influence of the liquor he had drank, and scarce a faculty remained over which the powerful grape did not domineer.",2.0
